index,Date,Address,City,District,Ward,HouseType,LegalPaper,NumberofFloors,NumberofBedrooms,SquaredMeterArea,Length,Width,Price/m2
31102,2020-07-16,"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,31.0,6.0,5.0,103.23
31123,2020-07-16,"Đường Chùa Bộc, Phường Kim Liên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,7.0,5.0,73.33
31126,2020-07-16,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,30.0,5.0,5.0,103.33
31136,2020-07-16,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,11.0,4.0,90.48
31139,2020-07-16,"Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Phúc Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,40.0,10.5,3.8,87.5
31141,2020-07-16,"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Hà Nội,Thanh Tri,Xã Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,11.0,4.0,52.89
31151,2020-07-16,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,42.0,11.0,3.0,91.67
31153,2020-07-16,"Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,60.0,11.0,5.0,250.0
31154,2020-07-16,"Đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,33.0,10.0,3.0,60.61
31156,2020-07-16,"Đường Đại Cồ Việt, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,39.0,10.0,4.0,78.97
31159,2020-07-16,"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,33.0,8.25,4.0,96.97
31161,2020-07-16,"192, Đường Lê Trọng Tấn, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,Nhà phố liền kề,Đã có sổ,5.0,6.0,44.0,11.0,4.0,152.27
31168,2020-07-16,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,44.0,11.0,4.0,104.55
31183,2020-07-16,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,5.0,56.0,11.0,4.0,119.64
31196,2020-07-16,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,43.0,11.0,4.0,174.42
31204,2020-07-16,"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,24.0,7.0,3.0,123.33
31231,2020-07-16,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,44.0,11.0,4.0,105.68
31236,2020-07-16,"44, Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,7.0,40.0,9.0,5.0,322.5
31241,2020-07-16,"Đường Nguyễn Thái Học, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yết Kiêu,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,47.0,10.0,4.0,62.77
31243,2020-07-16,"Đường Nghĩa Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,10.0,3.5,51.14
31248,2020-07-16,"Đường Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,20.0,5.0,4.0,70.0
31252,2020-07-16,"Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,80.0,20.0,4.0,53.75
31260,2020-07-16,"Cự Khê, Xã Cự Khê, Huyện Thanh Oai, Hà Nội",Hà Nội,Thanh Oai,Xã Cự Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,2.0,55.0,12.0,4.0,34.91
31269,2020-07-16,"Đường Thái Thịnh 1, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,43.0,10.0,4.0,97.67
31280,2020-07-16,"Đường Bưởi, Phường Bưởi, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,1.0,36.0,13.0,3.0,158.33
31296,2020-07-16,"Đường Nguyễn Khang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,51.0,10.0,5.0,99.02
31312,2020-07-16,"Đường Tân Phong, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Thụy Phương,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,124.0,13.0,9.0,26.61
31314,2020-07-16,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,42.0,9.0,5.0,83.33
31316,2020-07-16,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,33.0,8.5,4.0,78.79
31320,2020-07-16,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,La Khê,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,33.0,9.0,3.0,68.18
31323,2020-07-16,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,8.0,4.0,85.94
31327,2020-07-16,"Đường Nguyễn Trãi, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Hạ Đình,Nhà biệt thự,Đã có sổ,5.0,5.0,156.0,21.0,7.0,128.21
31330,2020-07-16,"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Hà Nội,Thanh Tri,Xã Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,10.0,4.0,58.75
31335,2020-07-16,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,11.2,3.8,76.19
31337,2020-07-16,"Khu đô thị Hạ Đình, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thanh Xuân Trung,Nhà phố liền kề,Đã có sổ,5.0,5.0,108.0,21.0,5.0,120.37
31341,2020-07-16,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,55.0,12.0,4.5,127.27
31355,2020-07-16,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,7.0,5.0,79.71
31366,2020-07-16,"9, Đường Đê La Thành, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,14.0,3.0,76.19
31381,2020-07-16,"Đường Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,41.0,7.0,6.0,136.59
31384,2020-07-16,"Đường Mậu Lương, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,9.0,4.0,55.56
31385,2020-07-16,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,36.0,10.0,3.0,66.67
31395,2020-07-16,"Đường Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2.0,58.0,10.0,6.0,56.9
31403,2020-07-16,"Đường Kim Giang, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,65.0,12.0,7.0,100.0
31419,2020-07-16,"62, Đường 422, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,7.0,4.0,56.45
31422,2020-07-16,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,35.0,10.0,3.5,80.0
31430,2020-07-16,"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,9.0,4.0,102.63
31432,2020-07-16,"Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,9.0,3.5,44.24
31435,2020-07-16,"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,33.0,9.0,3.0,104.55
31440,2020-07-16,"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,22.0,5.0,4.0,102.27
31449,2020-07-16,"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,80.0,15.0,5.0,100.0
31463,2020-07-16,"3, Đường Đặng Tiến Đông, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,70.0,17.0,4.0,278.57
31475,2020-07-16,"Đường Huỳnh Thúc Kháng, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,28.0,8.0,3.0,105.36
31477,2020-07-16,"Đường Đội Cấn, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,20.0,6.0,3.0,82.5
31491,2020-07-16,"Đường Tô Hiến Thành, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bùi Thị Xuân,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,17.0,5.7,3.0,120.59
31500,2020-07-16,"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,35.0,10.0,3.5,46.0
31502,2020-07-16,"Đường Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Yên Hoà,"Nhà ngõ, hẻm",Không rõ tình trạng,5.0,4.0,37.0,9.0,4.0,124.32
31504,2020-07-16,"Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,9.0,4.0,156.86
31507,2020-07-16,"Đường Kim Giang, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,35.0,10.0,3.0,80.0
31532,2020-07-16,"Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,8.0,4.0,60.0
31535,2020-07-16,"Đường Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,34.0,10.0,3.0,39.71
31544,2020-07-16,"88, Đường Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,10.0,3.0,46.88
31553,2020-07-16,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,9.0,3.0,74.24
31554,2020-07-16,"Phố Thái thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,50.0,10.0,5.0,114.0
31590,2020-07-16,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,8.0,4.0,107.14
31597,2020-07-16,"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,70.0,10.0,7.0,65.71
31600,2020-07-16,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,8.0,5.0,105.0
31617,2020-07-16,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,8.0,4.0,90.63
31621,2020-07-16,"Đường Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,6.0,3.0,20.0,6.0,3.0,135.0
31646,2020-07-16,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,8.6,3.7,92.19
31652,2020-07-16,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,60.0,8.5,7.0,133.33
31663,2020-07-16,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Trung Văn,Nhà phố liền kề,Đã có sổ,4.0,5.0,42.0,11.0,4.0,123.81
31665,2020-07-16,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú La,Nhà phố liền kề,Đã có sổ,5.0,5.0,115.0,8.5,15.0,82.61
31673,2020-07-16,"Đường Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,10.0,4.0,87.5
31683,2020-07-16,"264/15/6, Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Nhật Tân,"Nhà ngõ, hẻm",Giấy tờ khác,2.0,2.0,40.0,9.0,4.0,40.75
31684,2020-07-16,"12, Đường Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,45.0,9.0,5.0,77.78
31710,2020-07-16,"G, Đường Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,250.0,13.0,3.0,27.2
31712,2020-07-16,"Đường Quan Nhân, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,25.0,6.0,4.0,68.0
31746,2020-07-16,"Đường Khâm Thiên, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,20.0,8.0,3.0,95.0
31753,2020-07-16,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,52.0,13.0,4.0,84.62
31756,2020-07-16,"Đường Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",Hà Nội,Thanh Tri,Xã Ngọc Hồi,"Nhà ngõ, hẻm",Đã có sổ,1.0,2.0,45.0,10.0,4.0,31.11
31760,2020-07-16,"108B Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,50.0,10.0,5.0,80.0
31761,2020-07-16,"109 Quan Nhân, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,47.0,8.0,5.0,63.83
31770,2020-07-16,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,38.0,9.0,4.0,96.05
31773,2020-07-16,"207 b4a tân mai, Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,70.0,12.0,36.0,47.14
31777,2020-07-16,"Đường Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Đồng Tâm,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,10.0,60.0,15.0,4.0,98.33
31779,2020-07-16,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,44.0,11.0,4.0,105.68
31782,2020-07-16,"Đường Xốm, Phường Quang Trung, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,52.0,10.0,5.0,32.69
31788,2020-07-16,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,20.0,7.0,3.0,96.0
31793,2020-07-16,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,55.0,11.0,5.0,88.18
31801,2020-07-16,"170, Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,67.0,18.0,3.0,216.42
31810,2020-07-16,"155, Đường Cầu Giấy, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,50.0,10.0,5.0,100.0
31826,2020-07-16,"231, Đường Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,54.0,14.0,4.0,91.67
31829,2020-07-16,"7 ngõ 10, Đường Kim Mã Thượng, Phường Cống Vị, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,32.0,5.5,6.0,120.31
31837,2020-07-16,"Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,44.0,11.0,4.0,102.27
31848,2020-07-16,"Đường Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,6.0,10.0,65.0,17.0,4.0,90.77
31856,2020-07-16,"Đường Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,8.0,4.0,96.77
31869,2020-07-16,"Đường Trung Yên 1, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,129.0,22.0,5.0,224.81
31873,2020-07-16,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,11.0,3.0,90.28
31877,2020-07-16,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,40.0,10.0,4.0,87.5
31896,2020-07-16,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,46.0,12.0,4.0,78.26
31907,2020-07-16,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,9.0,3.0,89.39
31921,2020-07-16,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,25.0,8.0,3.3,64.0
31923,2020-07-16,"Đường Trần Quốc Hoàn, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,3.0,45.0,8.0,5.0,211.11
31934,2020-07-16,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,7.0,5.0,87.14
31955,2020-07-16,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,43.0,9.0,5.0,89.53
31968,2020-07-16,"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5.0,8.0,70.0,9.0,8.0,71.43
31986,2020-07-16,"Đường Trần Vỹ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,22.0,5.0,5.0,179.55
31993,2020-07-16,"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,62.0,12.0,5.0,120.97
31995,2020-07-16,"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,8.0,4.0,75.0
31999,2020-07-16,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,10.0,3.5,44.29
32004,2020-07-16,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,42.0,11.0,4.0,78.57
32014,2020-07-16,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,10.0,3.0,80.65
